ACT composite score,SAT total score,parental level of education,parental income,high school gpa,college gpa,years to graduate
28,2056,some college,85141,3.8,3.3,4
29,2066,master's degree,94351,3.9,3.7,5
32,2135,associate's degree,41264,4,3.4,6
30,2114,some high school,75655,3.9,3.2,5
31,2140,associate's degree,57209,4,3.6,4
28,2115,some high school,48922,4,3.4,6
27,1785,some high school,41898,3.4,3.2,5
22,1695,some high school,71129,3,3.4,4
31,2198,some college,79976,4,3.6,7
30,1987,some high school,34146,3.8,3.4,5
27,1879,high school,64029,3.6,3.4,7
30,2039,associate's degree,52744,4,3.4,5
30,1945,high school,48988,3.7,3.3,5
26,1805,associate's degree,67756,3.4,3.3,4
25,1828,bachelor's degree,57655,3.4,3,6
27,1928,some high school,47888,3.5,3.2,5
32,2126,some college,60509,4,3.5,4
32,2141,master's degree,84820,4,3.4,4
27,1921,some college,58860,3.6,3.3,4
30,1896,some college,73273,3.7,3.6,3
26,1833,associate's degree,78996,3.4,3.7,3
35,2180,associate's degree,59263,4,3.6,7
29,2003,some high school,30534,3.7,3.1,7
27,1961,some high school,40081,3.6,3.4,4
27,1831,high school,76862,3.3,3.3,4
33,2262,bachelor's degree,86415,4,3.9,3
34,2377,master's degree,95238,4,3.7,5
33,2054,high school,44310,4,3.6,4
28,1969,high school,49545,3.7,3.6,4
27,1863,some high school,24661,3.5,3.2,5
30,2012,associate's degree,49199,3.8,3.3,5
30,2106,high school,56138,4,3.6,7
27,1902,some high school,26429,3.4,3,5
28,2064,associate's degree,58386,3.8,3.3,4
30,2077,master's degree,74087,3.9,3.5,4
29,2072,master's degree,91901,4,3.5,4
26,1881,some college,78305,3.5,3.5,3
20,1543,some high school,48232,2.7,2.9,5
28,1954,master's degree,84222,3.6,3.3,4
30,2067,master's degree,100175,4,3.4,5
30,2105,high school,49803,4,3.5,5
24,1834,bachelor's degree,72719,3.3,3.1,4
27,1910,high school,64073,3.5,3.1,5
32,2081,some college,57010,4,3.5,4
34,2262,some college,54477,4,3.7,3
29,1980,some college,88164,3.7,3.5,5
29,2154,bachelor's degree,62856,4,3.4,7
29,2032,some college,69578,3.8,3.3,5
28,1947,bachelor's degree,106036,3.6,3.4,7
30,2070,some college,43763,4,3.2,5
31,2022,high school,66989,4,3.3,5
27,1811,some high school,55109,3.2,3,7
32,2125,bachelor's degree,84277,4,3.7,3
29,1944,master's degree,82589,3.8,3.2,6
25,1886,some high school,50945,3.4,3.1,6
27,1940,associate's degree,82388,3.6,3.4,4
33,2186,master's degree,115801,4,3.5,6
29,2078,high school,53011,4,3.7,3
31,2094,high school,61154,4,3.6,5
24,1751,some high school,20661,3.2,2.9,5
30,2045,associate's degree,72950,3.9,3.5,8
30,2117,bachelor's degree,105131,4,3.5,4
31,2081,some high school,53881,4,3.5,4
33,2176,associate's degree,81096,4,3.7,4
28,1976,some college,98475,3.7,3.7,3
33,2177,bachelor's degree,71653,4,3.3,6
33,2210,associate's degree,57554,4,3.5,6
29,2034,some college,64070,3.9,3,5
33,2118,some high school,64747,4,3.6,6
30,2140,master's degree,76538,4,3.3,5
29,2030,some high school,67774,3.9,3.6,6
27,1904,some high school,65467,3.5,3.6,3
25,1756,some college,54141,3.2,3.1,5
35,2304,bachelor's degree,66989,4,3.6,4
31,2134,high school,67652,4,3.6,4
30,2119,associate's degree,92731,4,3.7,6
25,1814,some college,80300,3.3,3.2,4
27,1878,some college,52167,3.6,3.5,3
27,2012,high school,40679,3.7,3.4,5
30,2065,high school,54393,3.7,3.6,3
24,1769,bachelor's degree,105386,3.3,3.5,4
26,1789,some high school,51467,3.1,3.3,5
31,2127,some college,68699,4,3.4,5
31,2078,high school,45254,4,3.3,5
29,2073,some high school,49266,3.9,2.7,7
25,1899,some high school,60579,3.5,3.6,3
28,2069,bachelor's degree,55762,3.8,3.2,4
29,1957,some college,60447,3.8,3.4,5
29,2016,high school,91398,3.6,3.3,9
28,1978,some high school,81703,3.7,3.1,5
28,1967,associate's degree,86597,3.8,3.7,3
28,1938,some high school,52269,3.7,3.2,4
28,1997,some high school,41280,3.8,3.4,5
28,1910,some college,48623,3.6,3.1,6
30,2070,high school,79255,4,3.9,3
27,1926,some college,67842,3.6,3.4,4
30,2051,some college,60873,4,3.7,3
27,1826,some high school,41366,3.4,2.9,8
26,1883,some college,76197,3.4,3.3,5
28,2128,some college,64439,4,3.2,8
29,2001,high school,29036,3.7,3.1,7
31,2180,associate's degree,47195,4,3.4,5
31,2056,some college,86661,4,3.4,7
34,2278,some college,35798,4,3.2,7
31,2171,some college,73034,4,3.4,4
27,1955,some college,74828,3.7,3.4,6
29,1947,some college,66286,3.7,3,5
30,1968,master's degree,86935,3.8,3.4,5
24,1844,some high school,46374,3.3,3,6
27,1852,associate's degree,75574,3.6,3.4,4
27,1924,associate's degree,57230,3.6,3.5,7
29,2038,some college,68509,3.9,3.7,6
27,2015,associate's degree,53955,3.8,3.2,4
25,1836,some high school,58254,3.3,3.5,3
30,2063,some college,98215,4,3.8,5
30,2088,bachelor's degree,86048,3.9,3.5,5
32,2122,bachelor's degree,58404,4,3.3,5
29,1925,high school,53639,3.7,3.1,5
26,1928,some high school,47340,3.6,3.1,5
30,2213,master's degree,83751,4,3.2,6
26,1919,high school,47716,3.6,3.1,6
28,1858,some high school,75527,3.4,3.6,4
29,2001,some college,75600,3.8,3.1,5
31,2207,associate's degree,79571,4,3.7,6
27,1861,high school,52123,3.5,3.3,4
23,1638,high school,60320,3,3,5
32,2251,bachelor's degree,32000,4,3.1,6
31,2153,associate's degree,61451,4,3.3,5
26,1964,some high school,36935,3.5,3.1,5
32,2120,some high school,47086,4,3.4,5
26,1943,associate's degree,102173,3.5,3.5,8
32,2199,associate's degree,66675,4,3.5,5
28,2015,associate's degree,59731,3.8,3.2,5
29,2079,associate's degree,87249,4,3.7,6
29,1969,some college,72331,3.8,3.5,7
30,2091,bachelor's degree,77138,3.9,3.6,3
27,1927,high school,56888,3.6,3.3,5
27,1803,high school,56741,3.3,3.3,4
32,2164,some high school,51690,4,3.4,6
30,1938,associate's degree,98204,3.7,3.9,5
26,1977,some college,50392,3.6,3.5,3
28,2048,high school,88662,3.9,3.6,6
26,1916,some college,66422,3.5,3.4,4
25,1919,some high school,41369,3.5,3.1,5
26,1779,high school,66534,3.3,3,6
28,1969,high school,39724,3.7,3.2,6
29,1913,high school,71487,3.5,3.2,4
27,1829,associate's degree,57561,3.4,3.3,5
26,1944,associate's degree,48783,3.6,2.8,7
23,1732,associate's degree,53075,3.1,3.2,5
29,1989,some college,36141,3.8,3.2,5
28,1964,some high school,54238,3.6,3.2,4
26,1915,high school,65846,3.3,3.5,5
31,2075,high school,70395,4,3.5,5
28,1945,some college,63274,3.8,3.1,9
27,1971,some college,71630,3.7,3.3,6
31,2101,associate's degree,87337,4,3.9,5
27,1921,some college,84482,3.5,3.1,5
26,1920,high school,47660,3.4,2.9,8
28,1825,high school,81598,3.4,3.6,3
29,1898,some high school,29156,3.7,3,5
34,2133,high school,61344,4,3.3,6
29,1919,some high school,46482,3.5,3.5,4
33,2212,bachelor's degree,77720,4,3.7,6
30,2015,some college,62761,3.9,3.2,7
31,2160,associate's degree,86792,4,3.5,4
29,2037,bachelor's degree,70990,3.8,3.6,3
28,1954,some college,52306,3.6,3.3,4
27,2013,bachelor's degree,86022,3.7,3,7
27,1978,some college,71996,3.6,3.6,3
23,1831,some college,75993,3.2,3.2,4
30,2100,some college,73702,4,3.5,5
29,1940,high school,51329,3.7,3.3,4
30,2210,bachelor's degree,83268,4,3.7,3
30,2051,bachelor's degree,68389,3.9,3.6,4
28,2012,some college,67003,3.8,3.4,4
23,1824,some high school,34189,3.3,3,5
32,2108,associate's degree,113974,4,3.8,4
30,1953,some high school,40242,3.6,3.5,4
31,2030,master's degree,116985,3.9,3.8,4
31,1952,high school,49931,3.9,3.4,9
28,1972,bachelor's degree,104483,3.7,3.8,5
31,2185,some college,70434,4,3.5,4
29,1945,high school,65743,3.7,3.2,7
28,1839,some high school,49726,3.5,3.3,6
25,1757,high school,55088,3.2,3.3,5
26,1949,some high school,42301,3.6,2.8,7
28,2043,associate's degree,82622,3.8,3.3,8
25,1881,some college,34359,3.3,3.2,6
27,1890,associate's degree,53291,3.4,3,5
30,2082,associate's degree,99544,4,3.6,4
28,2008,high school,43625,3.6,3,6
32,2187,bachelor's degree,61028,4,3.2,7
25,1950,bachelor's degree,79390,3.6,2.9,5
29,2047,associate's degree,92675,3.8,3.6,4
31,2129,master's degree,99859,4,3.8,3
25,1801,some college,61934,3.3,3.1,6
31,2149,associate's degree,77388,4,3.8,3
28,2074,high school,53477,3.8,3.2,4
28,2031,some college,73716,3.9,3.6,7
31,2030,some high school,62551,3.9,3.2,5
30,1988,some high school,49563,3.8,3,8
26,1865,some college,70153,3.5,3.4,4
27,1941,associate's degree,95368,3.6,3.6,5
35,2242,some college,63626,4,3.7,3
27,1969,some high school,52001,3.6,3.3,4
32,2197,some college,81930,4,3.7,4
27,1948,some college,76902,3.5,2.9,6
28,2007,some college,69494,3.7,3.6,7
27,1916,some high school,39565,3.6,3.1,5
26,1832,some college,69854,3.5,3.2,4
31,1972,bachelor's degree,73844,3.9,3.6,4
28,2057,some college,82025,3.8,3.4,6
27,1888,some college,65462,3.7,3.5,3
25,1837,bachelor's degree,78439,3.5,3.6,4
23,1720,some high school,79250,3,3.1,4
32,2061,master's degree,51461,4,3.2,6
31,2106,some college,88080,4,3.8,7
24,1790,some high school,23956,3.1,2.8,6
29,2215,some college,40711,4,3.2,6
31,2188,associate's degree,89682,4,3.3,8
29,2033,high school,52821,3.7,3.4,4
28,2026,bachelor's degree,75636,3.8,3.2,5
25,1853,associate's degree,57974,3.4,3.1,6
24,1857,some college,49668,3.3,3.3,7
30,2029,bachelor's degree,81734,4,3.4,6
31,2095,some high school,69640,4,3.3,4
29,1968,some college,65782,3.7,3.3,6
26,1870,high school,55825,3.3,3.3,4
26,1859,some college,74114,3.4,3.3,4
29,2026,high school,83242,3.8,3.5,4
26,1782,some college,42254,3.4,3,5
34,2308,master's degree,95724,4,3.7,6
29,1990,master's degree,60119,3.7,3.2,8
33,2247,associate's degree,69509,4,3.7,4
24,1870,master's degree,92052,3.4,3.5,4
27,2030,some college,79872,3.6,3.4,4
27,1778,high school,23749,3.2,2.9,10
28,1965,associate's degree,69534,3.7,3.4,4
28,2003,some college,62942,3.7,3.2,4
28,1847,associate's degree,60405,3.5,2.9,7
25,1753,high school,47813,3.2,3.2,5
29,2105,some college,81038,4,3.5,4
28,1922,associate's degree,77934,3.7,3.3,5
26,1750,some high school,63600,3.1,2.8,5
27,1950,some college,61076,3.6,3.2,4
32,2171,bachelor's degree,89142,4,3.3,5
28,1979,associate's degree,99206,3.8,3.2,5
29,2045,some high school,16377,3.9,3.2,5
26,1780,some high school,39266,3.3,3.3,4
29,1946,some high school,64756,3.7,3.3,4
28,1957,some college,67227,3.6,3.2,4
25,1926,associate's degree,115005,3.4,3.3,6
31,2045,associate's degree,63037,3.9,3.4,4
33,2258,high school,80448,4,3.8,4
29,2099,associate's degree,68348,4,3.4,4
26,1890,some high school,52303,3.4,3.4,4
27,1909,associate's degree,67699,3.6,3.1,5
33,2202,associate's degree,64173,4,3.4,4
27,1950,some high school,45809,3.7,2.9,6
29,2053,associate's degree,71591,3.9,3.4,6
28,1806,high school,42879,3.5,3.4,5
25,1812,high school,34061,3.4,3.1,5
28,2005,bachelor's degree,95030,3.7,3.2,6
28,2041,bachelor's degree,42642,3.7,3.3,5
28,2073,associate's degree,75058,3.9,3.4,5
26,1965,master's degree,97121,3.6,3.6,4
24,1915,some high school,59906,3.5,3.5,3
31,2050,associate's degree,44508,4,3.2,5
31,2108,associate's degree,65939,4,3.7,3
32,2151,high school,55007,4,3.4,4
31,2163,bachelor's degree,85422,4,3.8,5
33,2230,some college,79293,4,3.8,5
26,1784,some high school,47102,3.3,2.8,6
29,2092,some college,88811,4,3.5,4
23,1563,high school,60641,2.8,3,5
30,2065,high school,33644,3.9,3.4,7
24,1854,bachelor's degree,58235,3.3,2.9,5
30,2155,some college,69944,4,3.4,5
33,2168,some college,66428,4,3.7,4
28,1977,some college,58393,3.8,3.3,4
29,2132,master's degree,105808,4,3.6,5
24,1865,high school,70424,3.2,3.4,4
28,1988,associate's degree,80026,3.8,3.3,8
29,2015,some college,57354,4,3.6,3
30,2069,high school,64539,3.9,3.2,5
27,1933,some high school,31874,3.6,2.9,6
27,1854,high school,57101,3.5,3.6,3
28,1886,some college,83209,3.6,3.5,4
31,2039,associate's degree,62704,4,3.6,4
31,2223,associate's degree,112754,4,3.5,5
29,1970,some high school,52877,3.7,3.2,4
28,1902,some college,85606,3.6,3.3,4
33,2236,associate's degree,97573,4,3.9,5
29,1979,some high school,60874,3.7,3.5,8
26,1860,high school,57434,3.4,2.8,5
28,2100,associate's degree,54754,3.9,3.3,4
29,1993,some college,70886,3.8,3.1,6
27,2024,master's degree,95424,3.8,3.4,4
30,1974,associate's degree,78523,3.7,3.4,4
28,1980,bachelor's degree,65155,3.7,3.6,4
29,2008,associate's degree,50852,3.8,3.2,4
29,1975,high school,36701,3.8,3.5,4
25,1891,some college,44152,3.4,3.1,5
25,1797,high school,80152,3.2,3.4,6
32,2162,some high school,63266,4,3.4,5
31,2040,associate's degree,64235,3.9,3.4,5
23,1831,bachelor's degree,95312,3.4,3.2,7
29,2108,some college,56489,4,3.7,6
27,1960,associate's degree,68945,3.6,3.5,3
32,2095,master's degree,92102,4,3.7,4
29,1990,some college,73813,3.9,3.6,3
29,1987,high school,81192,3.8,3.7,4
26,1835,some college,63289,3.4,3.1,4
35,2181,associate's degree,75485,4,4,3
31,2128,associate's degree,71780,4,3,6
26,1956,some college,74037,3.5,3.3,4
28,1872,high school,47964,3.6,3.6,4
32,2114,master's degree,78146,4,3.7,5
28,2003,bachelor's degree,70085,3.9,3.7,4
26,1937,bachelor's degree,52144,3.5,3.4,5
28,2198,bachelor's degree,63925,4,3.5,6
30,2106,some college,81645,3.9,3.5,4
31,2173,some college,78232,4,3.5,5
32,2188,bachelor's degree,91832,4,3.5,4
27,1888,some college,58011,3.5,3.4,4
29,2026,some college,61321,3.9,3.1,5
23,1754,some high school,74410,3.2,3.2,4
29,1987,high school,64147,3.8,3.6,6
28,2038,high school,89680,3.8,3.5,4
29,1964,bachelor's degree,82448,3.7,3.4,6
25,1830,associate's degree,67931,3.5,3.3,5
30,1992,associate's degree,55953,3.9,3.3,7
28,1991,bachelor's degree,50859,3.6,3.2,5
30,2122,bachelor's degree,72989,4,3.7,3
27,1962,bachelor's degree,82749,3.8,3.8,3
31,2160,associate's degree,67046,4,3.7,6
34,2242,associate's degree,81572,4,4,4
28,1909,high school,73162,3.5,2.9,5
34,2271,bachelor's degree,71003,4,3.6,5
27,2018,high school,44084,3.8,3.5,4
25,1772,some college,78446,3.2,3.3,4
25,1826,high school,41433,3.3,3.2,5
33,2254,master's degree,98678,4,3.8,4
22,1658,some high school,65387,2.9,3.1,4
23,1715,some high school,51329,3,3,4
29,2067,master's degree,88900,4,3.7,3
26,1791,some high school,51226,3.2,3.2,5
28,1875,high school,72414,3.6,3.4,6
33,2051,associate's degree,78941,4,3.6,5
31,2192,associate's degree,75898,4,3.4,8
32,2173,associate's degree,92146,4,3.5,8
28,1938,some high school,53255,3.7,3.3,7
30,2050,some college,22905,3.9,3.4,4
30,2159,some college,67272,4,3.4,4
26,1822,associate's degree,88360,3.4,3.5,5
27,1855,associate's degree,75786,3.5,3.3,5
29,2058,associate's degree,65252,4,3.5,4
28,1983,associate's degree,92924,3.8,3.2,6
29,2080,some college,45522,4,3.3,5
31,2135,some high school,80856,4,3.5,4
27,1907,some college,66844,3.4,3.1,9
29,2001,some college,56352,3.8,3.3,5
31,2137,some high school,59267,4,3.4,5
31,2081,some high school,45616,3.9,3.5,8
27,1909,some high school,54799,3.6,3.4,4
31,2118,master's degree,68619,3.9,3.3,4
26,1902,high school,60311,3.5,3.7,3
31,2220,master's degree,83841,4,3.9,3
28,1940,some high school,40883,3.5,3.3,5
29,2067,associate's degree,45207,3.8,3.6,4
31,2065,associate's degree,71793,4,3.5,4
30,2104,bachelor's degree,79894,3.9,3.2,7
30,2185,some college,55989,4,3.3,4
27,1912,associate's degree,71635,3.6,3.3,4
29,2013,master's degree,93569,3.9,3.3,5
28,1785,high school,94863,3.4,3.1,5
31,2068,associate's degree,76198,4,3.6,4
29,2031,some high school,69738,4,3.7,3
32,2029,high school,60381,3.9,3.5,5
27,2072,some college,61737,3.8,3.2,5
28,2011,some college,76156,3.7,3.3,5
29,1966,high school,61584,3.8,3,6
33,2280,some college,59763,4,3.3,6
25,1873,associate's degree,91310,3.4,3.7,5
33,2195,bachelor's degree,69939,4,3.5,5
26,1870,associate's degree,71238,3.4,3.4,4
28,1947,some high school,58524,3.5,3.1,5
25,1811,some high school,54554,3.5,3.1,5
30,2077,bachelor's degree,105620,4,3.5,4
30,2187,bachelor's degree,87555,4,3.6,4
30,2136,master's degree,93490,4,3.6,4
26,1731,some high school,51508,3.2,3.4,7
29,1921,bachelor's degree,82251,3.8,3.6,3
28,1891,some high school,45782,3.7,3.2,5
30,2192,master's degree,79387,4,3.6,6
28,2039,some high school,43393,3.7,3,7
23,1788,some high school,60696,3,3.3,3
27,1902,high school,54115,3.5,3,5
28,1980,some college,65460,3.8,3.6,3
33,2136,some college,70525,4,3.7,4
28,1958,some high school,62354,3.7,3.3,7
28,1971,some college,50328,3.7,3.3,4
31,2184,master's degree,93007,4,3.8,5
29,2025,high school,73781,3.7,3.7,4
29,2036,some high school,58545,3.8,3.3,4
28,1963,high school,41091,3.6,3.2,7
29,2092,bachelor's degree,74069,3.9,3.2,5
29,1907,high school,22896,3.6,3.3,5
33,2146,associate's degree,86869,4,3.6,5
27,1965,associate's degree,93359,3.7,3.7,3
26,1803,some college,42051,3.2,3.2,4
30,2171,master's degree,106024,4,3.8,4
28,1977,associate's degree,84660,3.7,3.4,5
29,2021,high school,46483,3.9,3.5,5
34,2314,bachelor's degree,87415,4,3.6,4
26,1888,some high school,45198,3.5,3.3,5
30,2062,some high school,22394,3.9,3.2,7
33,2190,associate's degree,65279,4,3.7,4
30,2122,associate's degree,91410,4,3.6,4
25,1703,high school,53642,3.3,3.2,5
29,1968,some college,68977,3.8,3.1,5
25,1854,some college,86641,3.3,3.5,4
29,2094,bachelor's degree,63830,4,3.7,3
30,2025,some high school,54198,3.8,3.4,5
29,2070,some high school,54623,3.9,3.7,3
29,1968,high school,77861,3.6,3.2,5
28,2053,some college,76644,3.8,3.3,4
25,1837,associate's degree,62226,3.4,3.2,5
32,2055,some high school,38248,4,3.2,5
30,1993,bachelor's degree,89622,3.7,3.2,5
28,2157,some college,63884,4,3.6,3
29,2015,high school,30584,3.8,3.2,5
27,1833,some high school,23362,3.4,2.9,6
24,1726,some high school,50534,3.2,3.5,4
26,1788,bachelor's degree,77650,3.4,3.4,3
31,2122,associate's degree,74746,4,3.7,4
29,2123,associate's degree,55381,4,3.7,3
25,1865,bachelor's degree,71350,3.5,3.3,4
28,1974,some college,88627,3.6,3.6,4
29,1975,some high school,41703,3.8,3,7
28,2023,associate's degree,74944,3.8,3.4,4
33,2021,high school,63491,4,3.2,5
26,1879,some college,46342,3.4,3.5,5
32,2206,high school,59754,4,3.8,3
26,1812,associate's degree,58769,3.3,3.3,4
30,2015,high school,61871,3.6,3.3,4
27,1892,some high school,53538,3.6,3.4,5
31,2171,some college,75909,4,3.8,3
26,1914,some high school,38307,3.4,3.4,4
28,1980,some college,25257,3.7,2.9,6
27,2056,bachelor's degree,84897,4,3.4,4
30,2034,associate's degree,63117,4,3.6,3
33,2177,high school,47810,4,3.5,5
28,1933,associate's degree,86582,3.7,3.6,5
27,1921,some college,28143,3.6,3.1,5
31,2082,associate's degree,61896,4,3.3,5
26,1847,high school,52299,3.3,3.2,7
26,1896,some college,54819,3.5,3,7
28,1995,master's degree,111574,3.7,3.8,4
28,1914,some college,57107,3.6,3.2,7
32,2250,associate's degree,80633,4,3.6,4
34,2326,master's degree,51921,4,3.4,4
32,2157,some college,63753,4,3.7,3
26,1948,some high school,51983,3.6,3.2,4
25,1920,bachelor's degree,100553,3.4,3.2,4
32,2031,high school,87986,3.9,3.8,3
34,2300,master's degree,69418,4,3.2,5
27,2024,some college,49777,3.8,3.2,5
27,1795,high school,28252,3.3,3.1,5
31,2098,bachelor's degree,98885,4,3.2,5
27,1858,some high school,63605,3.4,3.2,6
33,2274,some college,78359,4,3.4,5
27,1942,some college,65322,3.6,3.2,4
30,2013,some high school,30222,3.8,3.2,7
30,2079,high school,47447,3.9,3.6,4
29,1989,some college,100488,3.8,3.3,5
32,2228,bachelor's degree,82152,4,3.4,5
32,2151,associate's degree,59121,4,3.4,5
31,2183,bachelor's degree,44524,4,3.6,5
28,1900,some high school,67060,3.5,3.3,4
28,2077,some college,78224,3.8,3.5,4
30,2048,some college,83188,4,3.7,5
28,2069,master's degree,96378,3.8,3.3,7
26,1889,high school,38469,3.5,3,6
27,1846,some high school,45815,3.4,3.2,5
30,2053,associate's degree,60917,3.9,3.5,4
31,2168,bachelor's degree,82680,4,3.4,5
29,2052,master's degree,104439,4,3.8,3
31,2091,some high school,38751,4,3.4,5
