gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,some college,free/reduced,none,48,61,64
female,group B,bachelor's degree,free/reduced,none,70,79,78
female,group C,some college,standard,none,63,76,76
male,group B,bachelor's degree,free/reduced,none,69,64,62
female,group B,bachelor's degree,standard,completed,54,73,77
female,group C,associate's degree,standard,none,66,81,81
male,group C,some college,standard,none,73,64,58
female,group D,bachelor's degree,free/reduced,none,60,62,62
male,group D,master's degree,standard,none,66,57,63
male,group B,master's degree,standard,completed,88,84,83
female,group B,bachelor's degree,standard,none,68,70,72
male,group D,some college,standard,none,57,49,47
male,group C,some college,standard,completed,94,84,89
female,group B,high school,free/reduced,none,43,50,53
female,group C,high school,free/reduced,none,34,48,49
female,group C,high school,standard,none,71,73,73
male,group C,associate's degree,standard,none,80,79,73
female,group D,associate's degree,free/reduced,none,32,43,50
female,group C,associate's degree,standard,none,53,54,55
male,group C,master's degree,free/reduced,none,68,65,56
male,group A,some high school,free/reduced,completed,71,71,66
male,group A,some high school,free/reduced,none,67,64,61
male,group C,bachelor's degree,free/reduced,none,59,57,50
male,group C,associate's degree,standard,completed,77,70,67
female,group E,master's degree,standard,none,77,78,77
male,group E,some high school,free/reduced,none,63,53,53
male,group D,some college,free/reduced,none,37,39,43
male,group E,some high school,standard,none,89,81,73
female,group D,some high school,standard,none,80,89,86
female,group D,associate's degree,standard,completed,57,65,71
female,group C,associate's degree,free/reduced,none,48,62,56
male,group C,some college,standard,none,53,47,51
male,group C,high school,free/reduced,completed,56,63,62
male,group E,some high school,free/reduced,none,54,51,43
female,group E,high school,standard,none,86,88,86
female,group C,high school,free/reduced,completed,59,80,75
male,group E,high school,standard,none,83,75,74
female,group C,some high school,standard,completed,57,63,68
male,group A,some college,standard,none,81,76,74
male,group C,master's degree,standard,none,67,56,58
female,group C,some college,standard,completed,68,86,81
female,group D,bachelor's degree,standard,completed,77,75,84
female,group A,associate's degree,standard,none,69,80,70
male,group D,high school,standard,none,48,42,42
male,group E,some high school,free/reduced,none,47,45,44
male,group C,some high school,standard,none,68,61,60
male,group B,some high school,standard,completed,59,55,54
male,group D,associate's degree,free/reduced,completed,68,70,74
male,group C,some high school,standard,none,41,45,35
male,group A,master's degree,standard,none,89,85,84
male,group C,some college,standard,none,68,74,69
male,group D,high school,standard,none,68,57,54
male,group B,bachelor's degree,standard,none,55,53,51
female,group D,some college,standard,none,52,55,60
male,group B,master's degree,standard,none,64,64,56
male,group E,some college,standard,completed,90,87,91
female,group E,high school,standard,none,96,100,92
male,group D,associate's degree,standard,none,86,78,75
female,group C,some high school,free/reduced,none,30,39,35
male,group C,high school,standard,none,60,49,50
female,group D,associate's degree,standard,none,71,71,76
female,group B,master's degree,standard,completed,78,95,91
female,group C,high school,standard,none,65,82,76
male,group E,associate's degree,standard,none,85,80,79
female,group D,associate's degree,standard,completed,74,79,82
male,group C,master's degree,free/reduced,none,64,57,51
female,group C,high school,free/reduced,completed,42,56,57
female,group B,some high school,standard,completed,56,80,76
male,group C,associate's degree,standard,none,95,87,83
female,group B,some high school,standard,completed,61,66,67
female,group B,some high school,standard,none,62,81,74
male,group D,associate's degree,free/reduced,none,55,66,59
female,group E,associate's degree,standard,none,53,60,60
female,group D,associate's degree,standard,none,66,81,77
female,group B,some high school,standard,completed,55,70,70
female,group C,associate's degree,free/reduced,completed,47,53,62
male,group C,some high school,standard,completed,70,71,69
female,group D,master's degree,standard,none,71,70,81
male,group E,some college,standard,none,89,87,77
female,group B,some college,standard,completed,78,85,89
male,group D,some college,free/reduced,none,83,75,80
male,group D,associate's degree,free/reduced,completed,68,65,67
female,group C,associate's degree,standard,completed,83,91,92
female,group D,some high school,standard,completed,85,93,96
female,group E,associate's degree,free/reduced,none,60,70,65
female,group D,bachelor's degree,standard,completed,89,96,100
female,group C,some college,standard,none,68,71,68
male,group D,bachelor's degree,free/reduced,none,64,61,63
female,group D,high school,free/reduced,none,43,55,57
female,group C,bachelor's degree,standard,completed,78,92,91
male,group C,some high school,standard,none,59,61,54
male,group B,high school,standard,none,72,75,66
female,group C,some high school,free/reduced,none,55,72,69
male,group E,associate's degree,standard,completed,100,100,100
male,group C,master's degree,standard,none,74,75,72
female,group C,some high school,standard,none,47,58,54
male,group C,associate's degree,standard,none,68,66,71
male,group E,some high school,standard,none,75,62,57
female,group E,bachelor's degree,free/reduced,completed,51,57,61
female,group D,some college,standard,completed,64,73,78
female,group E,high school,free/reduced,completed,70,69,63
male,group A,bachelor's degree,standard,completed,91,95,97
male,group C,high school,standard,none,72,67,66
male,group C,high school,standard,none,86,78,76
male,group C,some college,standard,none,74,68,68
male,group D,high school,standard,none,71,72,68
male,group D,master's degree,standard,none,75,74,75
female,group D,master's degree,free/reduced,none,72,78,78
male,group D,high school,standard,none,60,59,54
female,group C,some college,standard,none,60,74,71
male,group C,some college,standard,none,70,70,61
male,group C,master's degree,standard,none,71,72,66
male,group E,some college,standard,completed,100,94,91
female,group D,high school,standard,none,32,37,37
female,group C,bachelor's degree,standard,completed,88,100,100
female,group D,master's degree,standard,none,72,70,78
female,group B,associate's degree,free/reduced,none,75,82,80
female,group A,associate's degree,standard,none,84,84,88
female,group B,some high school,free/reduced,completed,58,76,78
female,group D,some high school,standard,none,65,62,63
male,group C,some college,standard,completed,74,71,70
female,group A,some college,standard,none,56,65,61
female,group C,some college,standard,none,68,62,61
female,group E,high school,standard,completed,79,80,88
female,group C,some college,free/reduced,none,50,58,58
male,group B,some college,free/reduced,completed,39,40,42
male,group C,some high school,standard,completed,58,67,58
female,group D,bachelor's degree,standard,none,87,100,100
male,group D,some college,free/reduced,none,55,54,49
female,group D,high school,standard,completed,57,67,70
male,group D,some high school,standard,none,77,74,77
female,group E,associate's degree,standard,none,66,75,71
female,group B,associate's degree,free/reduced,none,60,74,67
female,group C,bachelor's degree,standard,none,74,74,70
female,group B,bachelor's degree,free/reduced,completed,34,54,52
male,group B,high school,free/reduced,none,57,58,59
male,group D,some college,standard,completed,62,56,63
male,group D,associate's degree,standard,none,67,62,64
male,group C,some high school,standard,completed,85,72,82
female,group A,high school,free/reduced,none,38,53,48
male,group D,associate's degree,standard,none,80,89,84
male,group C,some high school,free/reduced,none,66,53,51
female,group C,high school,standard,completed,53,52,58
male,group E,bachelor's degree,standard,none,73,75,66
female,group D,associate's degree,free/reduced,none,69,75,75
male,group B,some high school,standard,completed,76,63,73
male,group D,some high school,standard,none,59,52,50
male,group D,associate's degree,free/reduced,completed,60,61,59
female,group C,some college,standard,completed,49,72,73
female,group C,some high school,standard,none,49,57,54
male,group C,some college,free/reduced,completed,65,72,72
male,group B,some high school,standard,none,85,69,71
female,group D,some high school,standard,completed,60,74,75
female,group C,high school,standard,completed,67,87,80
female,group C,some college,standard,completed,81,90,85
male,group E,some high school,free/reduced,completed,74,64,70
